Nom_Hotel,Adresse,Site_Web,Domaine,LinkedIn_Company,Source_LinkedIn,Email_Trouve,Type_Email,Nom_Associe
Stade Amplepuisien,stade henry malatray 69550 Amplepuis France,http://stadeamplepuis.footeo.com/,stadeamplepuis.footeo.com,,,,,
SRI-AYOTHAYA Aix En Provence,35 Rue Bédarrides 13100 Aix-en-Provence France,https://sriayothaya.com/aix-en-provence,sriayothaya.com,,,,,
Sportclub Océanis,14 Rue de l'Étoile du Matin 44600 Saint-Nazaire France,https://www.sportclub-oceanis.com/,sportclub-oceanis.com,,,,,
sport santé charente,Maison sport santé 1 Rue Emile Venthenat 16300 Barbezieux-Saint-Hilaire France,https://www.sportsantecharente.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5602283592174876504,sportsantecharente.com,,,,,
SPA-Lana,Pl. de la Mairie 02420 Hargicourt France,https://www.spa-lana.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4981254855929144629,spa-lana.fr,,,,,
Source Thermale Caldane,Domaine Rosa de Caldane 20112 Sainte-Lucie-de-Tallano France,http://www.sourcethermalecaldane.com/,sourcethermalecaldane.com,,,,,
Soupçon de magie,24 Av. des Pyrénées 33114 Le Barp France,https://www.soupcondemagie.org/,soupcondemagie.org,,,,,
Soshin karate,23 Rte de Bapaume 62121 Achiet-le-Grand France,https://www.helloasso.com/associations/shoto-karate-do-bapaume/adhesions/shoto-karate-do-bapaume,helloasso.com,,,,,
SOS CHUTE CHEVEUX CANNES - MAISON VALERIE,95 Bd Carnot Biodepure 2 etage 06400 Cannes France,https://www.instagram.com/hair_care_valeriya?igsh=MThkMTJveWFnbngzdA%3D%3D&utm_source=qr,instagram.com,,,,,
"Sophrologue, Fanny Caminade",25 BIS Rte de Font-Romeu 66760 Angoustrine-Villeneuve-des-Escaldes France,https://fannycaminadesophrologue.fr/,fannycaminadesophrologue.fr,,,,,
Sophie LG Institut de beauté,60 Rue Jean Jaurès 56530 Quéven France,https://www.facebook.com/share/1HB22xbSrN/,facebook.com,,,,,
"Sophie Calin, soins énergétiques et chamaniques, accompagnement spirituel.",9 Rue Pierre Marty 81500 Lavaur France,http://www.sophiecalin.org/,sophiecalin.org,,,,,
Somethy Technologie,84 Rue Léon Morane 34130 Mauguio France,https://www.somethy-technologie.com/,somethy-technologie.com,,,,,
Solenn Tallec,8 Rue de Trezelan 22140 Bégard France,http://massage-bien-etre.org/contact.htm,massage-bien-etre.org,,,,,
SOINS MEDICAUX ET DE READAPTATION AUGUSTA PRIAULT Croix-Rouge francaise,82 Av. Jean Jaurès 89400 Migennes France,https://www.croix-rouge.fr/etablissement-de-soins-de-suite-et-de-readaptation-augusta-priault,croix-rouge.fr,https://www.linkedin.com/company/croix-rouge-fran-aise,Site propre (page d'accueil),,,
soins énergétiques albi,La Fabrié 81350 Valderiès France,https://www.formations-soins-energetiques.fr/,formations-soins-energetiques.fr,,,,,
Soi EQUESTRE,2 Imp. de la Tour 73300 Albiez-le-Jeune France,https://www.soi-equestre.fr/,soi-equestre.fr,,,,,
Société de Recherche Spéléo et Archeo du Sorèzois et du Revélois (SRSASR),Rue du Maquis 81540 Sorèze France,https://speleo-soreze.fr/,speleo-soreze.fr,,,,,
SMR Les Elieux,4 Rue de la Grande Ozeraille 54280 Seichamps France,https://louispasteursante.com/les-elieux/,louispasteursante.com,https://www.linkedin.com/company/louis-pasteur-sante,Site propre (page d'accueil),,,
SMR - Centre de soins médicaux et de réadaptation Betharram,881 Bd de la Paix 14200 Hérouville-Saint-Clair France,http://www.fondation-misericorde.fr/,fondation-misericorde.fr,,,,,
Smart Body,12 Rue Azur 78550 Maulette France,https://www.smart-body.fr/centre-de-bien-etre-a-houdan-78,smart-body.fr,https://www.linkedin.com/company/smart-body,Site propre (page d'accueil),,,
Site des Neuf Fontaines,801 Chemin sabia 40090 Bostens France,https://www.montdemarsan-tourisme.fr/montdemarsan-la-parenthese-inatendue/pnu/site-des-9-fontaines/,montdemarsan-tourisme.fr,,,,,
Simon Guillemont – EARTH Sérénité & Vitalité,9 Rue du Verger 35640 Martigné-Ferchaud France,https://www.serenite-vitalite.fr/,serenite-vitalite.fr,https://www.linkedin.com/company/104035045,Site propre (page d'accueil),contact@serenite-vitalite.fr,Générique,
SHIATSU-Brice MANGEOL-Médecine Chinoise-Énergéticien-Douleurs ostéo articulaires et tendino musculaires-Carcassonne-11,15 Rue Rond Saint-Germain 11290 Alairac France,https://www.resalib.fr/praticien/56906-brice-mangeol-praticien-shiatsu-alairac,resalib.fr,https://www.linkedin.com/company/resalib,Site propre (page d'accueil),contact@resalib.com,Générique,
"Shiatsu, Sophrologie Aix les Bains et Chautagne - Flow Ki",428 Allée Prom. des Bords du Lac 73100 Aix-les-Bains France,https://www.flow-ki.fr/,flow-ki.fr,,,,,
Shiatsu Souffle & Équilibre: Massage Énergétique & Massage Suédois,16 rue Robert Schuman 35340 Liffré France,http://shiatsu-souffle-equilibre.fr/,shiatsu-souffle-equilibre.fr,,,,,
Shiatsu Hamamelis,6 Rte de la Chapelle du Chêne 53320 Loiron-Ruillé France,https://shiatsuhamamelis.com/,shiatsuhamamelis.com,,,,,
Shiatsu Dordogne - Johanna Péneaud,26 Rte des Junies 24130 Prigonrieux France,https://shiatsudordogne24.simplybook.it/,shiatsudordogne24.simplybook.it,,,,,
She Glow,2 Av. des Allinges 74200 Thonon-les-Bains France,https://she-glow.fr/,she-glow.fr,,,,,
Sève Massage Vendée | Femmes - Femme Enceinte - Bébés | Le Poiré-sur-Vie,Pl. du Marché 85170 Le Poiré-sur-Vie France,https://www.sevemassagevendee.com/,sevemassagevendee.com,,,,,
SERENITY,37 Bis Grande Rue 91150 Morigny-Champigny France,https://serenityessonne.fr/,serenityessonne.fr,,,,,
Sentier du littoral par Ault,2-10 Bd Circulaire 80460 Ault France,https://www.klapty.com/fr/tour/86624/v%C3%A9loroute-vall%C3%A9e-de-somme,klapty.com,https://www.linkedin.com/company/klapty,Site propre (page d'accueil),,,
Sentier du Fenouillet,83240 Cavalaire-sur-Mer France,http://www.cavalaire.fr/,cavalaire.fr,,,,,
Sentier Découverte De La Dune Parabolique,62155 Merlimont France,http://tourisme.merlimont.fr/fr/nature-et-sentiers/sentier-decouverte-de-la-dune-parabolique/,tourisme.merlimont.fr,,,,,
Sent’home,16 All. des Vergers 57865 Amanvillers France,http://www.senthome.fr/,senthome.fr,,,,,
Sens & Harmony,1579 Rte du Lavoir 1579 33190 Camiran France,https://www.sensharmony.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5971615041317550958,sensharmony.com,,,,,
Segala Levezou Equitation Cheval,Linars 12430 Le Truel France,https://www.chevaux-barbes.com/,chevaux-barbes.com,,,,,
Segala Levezou Équitation,37 Av. du Lévézou 12430 Villefranche-de-Panat France,http://chevaux-barbes.com/,chevaux-barbes.com,,,,,
SCULT ´ Studio,15 Pl. du Forez 42160 Andrézieux-Bouthéon France,https://www.scultstudio.fr/,scultstudio.fr,,,,,
Sculpturel,569 Rue du Général de Gaulle 83480 Puget-sur-Argens France,https://www.sculpturel.fr/,sculpturel.fr,,,,,
Scm Hobekio,ZA Lanzelai 64310 Ascain France,http://www.hobekio.com/,hobekio.com,,,,,
Scintilla,Centre d'épanouissement individuel et familial La Traverse 30 Rue des Mirabelles 25220 Amagney France,https://wa.me/c/33602538070,wa.me,,,,,
Schaulin olivier Acupuncteur centre Beriscia,14 Rue du Jardin 22100 Quévert France,http://www.acupuncture-dinan.fr/,acupuncture-dinan.fr,,,oschaulin@acupuncture-dinan.fr.,Nominatif,
SCENEO,2-4 Av. Léon Blum 62219 Longuenesse France,http://www.sceneo-aquatique.fr/,sceneo-aquatique.fr,,,,,
Savonnerie artisanale - AGO Cosmétiques - Savons SAF Morbihan,5 Rue Grande Rue 56190 Ambon France,https://agocosmetiques.com/,agocosmetiques.com,,,,,
SAUNA LEILI,11 Rue du Stade 68127 Oberentzen France,https://sauna-leili.hubside.fr/?fbclid=IwAR2Nn4xFYM2SItkkXoTtwoHGx_mGKpRnGjSGKrn7idxDpIIuaEFBeKNf1Qc,sauna-leili.hubside.fr,,,,,
Sauna le Square,39 Rue Saint-Nicolas 76000 Rouen France,http://www.sauna-le-square.com/,sauna-le-square.com,,,,,
Sauna Le Dauphin,186 Rue Octavie Duchellier 80470 Dreuil-lès-Amiens France,https://www.saunaledauphin.net/,saunaledauphin.net,,,,,
Sauna du Château,Cours Saleya FR 17 Rue des Ponchettes 06300 Nice France,http://www.saunaduchateau.com/,saunaduchateau.com,,,,,
Sauna Club 6e Sens,164 Av. des Graviers 03200 Abrest France,https://www.6sens-sauna.com/,6sens-sauna.com,,,,,
Sauna Centre Ar Ruskenn,ZA du Bisconte 56680 Plouhinec France,https://www.arruskenn.com/les-saunas?lang=fr,arruskenn.com,https://www.linkedin.com/company/ar-ruskenn-centre-pluridisciplinaire-de-sante-integrative,Site propre (page d'accueil),contact@arruskenn.com,Générique,
Sauna Alina,25 Av. Georges Pompidou 15000 Aurillac France,https://www.sauna-alina.fr/?gclid=EAIaIQobChMIzvKc3_r26gIVVrTVCh0mXweWEAAYASAAEgI_0fD_BwE,sauna-alina.fr,,,,,
Satoriz,Espace Léman 280 Av. Pré Robert S 74200 Anthy-sur-Léman France,https://satoriz.fr/magasin-bio/satoriz-leman/?utm_source=gmb,satoriz.fr,https://www.linkedin.com/company/satoriz,Site propre (page d'accueil),,,
Santésthétique,9 Rte de Bayonne 64190 Susmiou France,https://cabinet-santesthetique.fr/,cabinet-santesthetique.fr,,,,,
santé forme,340 Rue Blaise Pascal 07500 Guilherand-Granges France,https://www.santeforme07.fr/,santeforme07.fr,,,,,
Santat gym & studio,7 bis Rue Denfert Rochereau 87300 Bellac France,https://bysantat.fr/,bysantat.fr,https://www.linkedin.com/company/le-central-by-santat,Site propre (page d'accueil),lecentral@bysantat.fr,Nominatif,
Sanoa,résid Le Monte Cristo 9 Av. de la Gare 07100 Annonay France,http://www.sanoa-minceur-annonay.com/,sanoa-minceur-annonay.com,,,sanoa@sanoa-minceur-annonay.fr,Nominatif,
Sandrine Neau,29 Av. des Renardières 44730 Saint-Michel-Chef-Chef France,https://www.sandrineneau.fr/?utm_source=gmb,sandrineneau.fr,,,,,
SANDRINE GOMEZ,18 bis Chem. de l'Église 38150 Anjou France,http://sandrinegomez.fr/,sandrinegomez.fr,,,,,
Salvéo Forme et Détente,33190 Bouron 33190 Loubens France,https://www.salveo-forme-detente.fr/,salveo-forme-detente.fr,,,contact@salveo-forme-detente.fr,Générique,
SALUTE !!!,2 Chem. du Mazet 11390 Brousses-et-Villaret France,https://www.salutehvc.com/,salutehvc.com,,,,,
Salle Émeraude,Locoal 56550 Locoal-Mendon France,http://www.locoal-mendon.fr/,locoal-mendon.fr,,,,,
Salle de Sport Nogent Tonic,8 Rue du Port 94130 Nogent-sur-Marne France,http://www.nogentnautique.fr/,nogentnautique.fr,,,responsable.traitement@nogentnautique.fr.,Nominatif,
Salle de sport Lisses - Léonard de Vinci,4 Rue Léonard de Vinci 91090 Lisses France,https://sport.ldv91.com/,sport.ldv91.com,,,,,
Sabai Sabai Paris 8 - Salon de massage Paris 8 - Massage Thaï - Sauna privatif,11 Rue Arsène Houssaye 75008 Paris France,https://sabaisabai-paris.com/,sabaisabai-paris.com,,,contact@sabaisabai-paris.com,Générique,Sabai Sabai
R'THAI MASSAGE 95,36 Av. du Général Leclerc 95250 Beauchamp France,https://reservationbeaute.fr/rthaimassage/Institut-BEAUCHAMP-95250,reservationbeaute.fr,,,,,
Royal Thaï - Centre de soins traditionnels Thaïlandais,2 bis Rue du Moulin 78280 Guyancourt France,https://www.royalthai.fr/,royalthai.fr,,,versailles@royalthai.fr,Nominatif,
Rodriguez Gilbert,610 Rue de la Libération 83390 Puget-Ville France,https://www.kinesitherapeute-gilbert-rodriguez.fr/?utm_source=gmb,kinesitherapeute-gilbert-rodriguez.fr,,,,,
Rituel Sport Club Saint Jorioz,44 Imp. des Marais 74410 Saint-Jorioz France,https://rituel-sportclub.fr/salle-de-sport/annecy-jorioz-74/,rituel-sportclub.fr,,,,,
Rituel Doux,35 Rue Longue 31160 Encausse-les-Thermes France,https://www.sumupbookings.com/ritual-doux,sumupbookings.com,https://www.linkedin.com/company/sumup,Site propre (page d'accueil),,,
RIT?.elle | hammam & relaxation,7 bis Rue du Dr Morère 91120 Palaiseau France,https://rituellehammam.fr/,rituellehammam.fr,,,,,
Rise and shape studio,7 Rue Louis Charles Breguet 42160 Andrézieux-Bouthéon France,https://www.riseandshapestudio.com/,riseandshapestudio.com,,,,,
Riom Forme,9ter Av. de Châtel Guyon 63200 Riom France,http://www.riom-forme.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,riom-forme.fr,,,,,
Rimbert Viviane Bols émois,17 Rte du Maquis 01500 Ambérieu-en-Bugey France,https://www.bolsemois.com/,bolsemois.com,,,,,
Résonance-Accompagnement par le son,31 Av. Gaston Fébus 64510 Bordes France,https://www.instagram.com/resonance.clairefc/,instagram.com,,,,,
Renaissance 72,10 Rue Albert Camus 72160 Connerré France,http://www.renaissance72.fr/?utm_source=gmb,renaissance72.fr,,,,,
Remparts du château d'Apremont-sur-Allier,40 Rue Madame Eugène Schneider 18150 Apremont-sur-Allier France,http://www.apremont-sur-allier.com/,apremont-sur-allier.com,,,info@apremont-sur-allier.com,Générique,
Relaxssance - Massotherapeute Orléans,1 Rte de Baule 45130 Le Bardon France,http://www.relaxssance.fr/,relaxssance.fr,,,contact@relaxssance.fr,Générique,
Relaxologue Corporel,230 A Chemin des Les Petits Alleux 53230 Cossé-le-Vivien France,http://relaxologue-corporel-53.fr/,relaxologue-corporel-53.fr,,,,,
Relaxa'Sons,34 Rue Charles Dornier 25440 Liesle France,http://www.relaxasons-sonotherapie.fr/,relaxasons-sonotherapie.fr,,,,,
Reiki et Lahochi. La Parenthèse. Soins Énergétiques,18 Rue des Berouds 38150 Salaise-sur-Sanne France,https://www.facebook.com/share/17avcXzfnp/,facebook.com,,,,,
"Réflexologue, drainage lymphatique méthode Rénata França et massages Karine CORBEAU - Longperrier",70 Rue de Maincourt 77230 Longperrier France,https://reflexokarinecorbeau.com/,reflexokarinecorbeau.com,,,contact@reflexokarinecorbeau.com,Générique,Contact Karine
Réflexologie & Luminothérapie / Relaxation | Marie-Gabrielle Javaudin,Maison des Thérapeutes 6 Imp. des Jardins 44118 La Chevrolière France,https://mariegabriellejavaudin.simplybook.it/,mariegabriellejavaudin.simplybook.it,,,,,
Réflexologie - Massage - Marquise - Fanny NARDINI,Centre OPALE EKILIBRE 10 Allée des Ecus 62250 Marquise France,http://reflexologie-massages.com/,reflexologie-massages.com,,,,,
REFLEKS'Ô TERAPI Réflexologue Massages & soins corporels à Lunel,123 Rue des Raseteurs 34400 Lunel France,https://www.refleksoterapi.com/,refleksoterapi.com,,,,,
Re'cupp center,28 Rue Gabriel Péri 92110 Clichy France,http://www.recuppcenter.com/,recuppcenter.com,,,contact@recuppcenter.com,Générique,Email Contact
Recto Verso - massage -,245 Chem. du Grand Clos 07700 Saint-Martin-d'Ardèche France,http://recto-verso-massage.fr/,recto-verso-massage.fr,,,contact@recto-verso-massage.fr,Générique,
Reconnexion à soi,17B Chem. du Mesnil 49630 Mazé-Milon France,https://www.reconnexionasoi-cg.fr/,reconnexionasoi-cg.fr,,,,,
Reconnect-Revitalize-Relax-Retreat,11 Rue des Remparts 58170 Luzy France,http://reconnect-revitalize-relax-retreat.com/,reconnect-revitalize-relax-retreat.com,,,,,
Rebecca Boni,8 Rue de la Gare 73260 Grand-Aigueblanche France,https://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiFiI_EyK71AhVBx4UKHdu8AIgQFnoECAUQAQ&url=https%3A%2F%2Fm.facebook.com%2FRebecca-Boni-Medecine-Traditionnelle-Chinoise-110175758051113%2F%3Fref%3Dpy_c&usg=AOvVaw3z7FsiJE_P_Afl9LQPA9fs,google.fr,,,,,
Rachel Pujalte,22 Rue Mermoz 81600 Gaillac France,https://salonmassagethai.fr/tarn/gaillac/rachel-pujalte-gaillac/,salonmassagethai.fr,,,,,
Quinthessence,22 Av. Charles Rousset 71170 Chauffailles France,http://www.quinthessence.fr/,quinthessence.fr,,,,,
Quéméré Marie-Hélène,23 bis Coat Kerambeux 29140 Melgven France,https://itsbe.fr/,itsbe.fr,,,contact@itsbe.fr,Générique,Marie-Hélène Quéméré
Quarry Pool,Av. Robert Schuman 77700 Coupvray France,https://www.disneylandparis.com/fr-fr/loisirs/piscine-disneys-sequoia-lodge/,disneylandparis.com,,,,,
Pure Experience,LES CHARMES 307 Route Saint Germain 71240 Jugy France,http://pure-experience.com/,pure-experience.com,,,contact@pure-experience.com,Générique,
Pure Breath,magasin careo 1 Rue Léon Rey Grange 1er étage 74960 Annecy France,http://www.pure-breath.fr/,pure-breath.fr,https://www.linkedin.com/company/pure-breath,Site propre (page d'accueil),info@pure-breath.fr,Générique,
P'tite Bulle de Soi,298 Rte de l'Église 74370 Fillière France,https://ptitebulledesoi.com/,ptitebulledesoi.com,,,,,
Provence Arômes,1866 Av. des Valayans 84320 Entraigues-sur-la-Sorgue France,https://www.provencearomes.fr/catalogue/,provencearomes.fr,,,,,
Profil C.O.E.U.R. (Au Coeur Des Sens),7 Rue de Selle 63570 Brassac-les-Mines France,https://profil-coeur.aucoeurdesens.fr/,profil-coeur.aucoeurdesens.fr,,,,,
Produit LR Health And Beauty,5 Rue de la Croix Sainte-Barbe 52700 Andelot-Blancheville France,http://produit-lr.fr/,produit-lr.fr,,,info@produit-lr.fr,Générique,
prévention par la joie,225C route d'ailhon 07200 Mercuer France,http://preventionparlajoie.fr/,preventionparlajoie.fr,,,,,
Pré des Saules,45240 Ligny-le-Ribault France,https://www.lignyleribault.fr/cadre-de-vie/le-pre-des-saules,lignyleribault.fr,,,,,
Poney-club et écurie des Rouves,2 La Rouvenaie 22460 Allineuc France,http://www.lesrouves.fr/ferme-pedagogique.html,lesrouves.fr,,,,,
Poney Club des Hellandes Angerville l'Orcher,Les Hellandes 76280 Angerville-l'Orcher France,https://www.leshellandes.com/Poney_Club.html,leshellandes.com,,,,,
Pona'Ora massage (SA Scop Coodémarrage.53),3 Pl. de l'Église 53240 Andouillé France,https://ponaora.fr/,ponaora.fr,,,,,
Pôle Stuart Santé,7 Rue de la Tour 18700 Aubigny-sur-Nère France,https://polestuartsante.fr/,polestuartsante.fr,,,,,
Pôle Sport Innovation,Front de neige 1650 05200 Les Orres France,https://www.lesorres.com/a-voir-a-faire/les-activites-avant-ou-apres-le-ski/le-pole-sport-innovation,lesorres.com,,,laurence.legros@lesorres.com,Nominatif,
Pôle sonothérapie,48 All. Léon Mares 74330 Lovagny France,https://sonotherapie-annecy.fr/,sonotherapie-annecy.fr,,,,,
Pôle Santé Rééducation Seine-Eure,4 Rue de Rouen 27460 Igoville France,https://www.facebook.com/polesanteseineeure,facebook.com,,,,,
Pôle santé du Baugeois,8 Bd du Maréchal Foch 49150 Baugé-en-Anjou France,https://pole-sante-bauge.site-sante.fr/,pole-sante-bauge.site-sante.fr,,,,,
"Pôle paramédical, Terre de soins",7 Rue la Henri Adolphe Archereau 85540 Moutiers-les-Mauxfaits France,http://terre-de-soins.com/,terre-de-soins.com,,,,,
Pôle nautique hague,43 Rue du Hable 50440 La Hague France,https://polenautiquehague.com/,polenautiquehague.com,,,contact@polenautiquehague.com,Générique,Pôle Nautique
Pôle de Soins de Suite et de Réadaptation Saint Basile,122 Av. Maurice Donat 06250 Mougins France,http://www.tzanck.org/mougins/,tzanck.org,https://www.linkedin.com/company/hopitalprive-tzanck,Site propre (page d'accueil),,,
Pôle de Santé de Breteuil - SMR et Médecine Oise (60) | LNA Santé,32 Rue de Paris 60120 Breteuil France,https://pole-sante-breteuil.lna-sante.com/?utm_source=google&utm_medium=organic-my-business&utm_campaign=google_my_business_ssr_breteuil&utm_content=cta_site_web,pole-sante-breteuil.lna-sante.com,https://www.linkedin.com/company/groupe-lna-sante,Site propre (page d'accueil),,,
Pôle de santé - ZA les grands pins,1 All. l’Agrostis 33640 Ayguemorte-les-Graves France,https://www.polemedicaldesgrandspins.fr/,polemedicaldesgrandspins.fr,,,,,
Point Zen Nontron,890 La Côte 24300 Nontron France,https://www.sedetendreanontron.com/,sedetendreanontron.com,,,,,
Point Soleil Antony,24 Av. Aristide Briand 92160 Antony France,https://www.pointsoleil.com/antony,pointsoleil.com,,,,,
Plénitude Massages – Drainage lymphatique & récupération sportive - Ouest Lyonnais,3749 route d'Albigny 69770 Montrottier France,http://www.plenitude-massages.fr/,plenitude-massages.fr,,,,,
Planète Paramoteur : Baptêmes et Formations,Place Gabriel Maire Passage saint Michel 57440 Angevillers France,https://planete-paramoteur.com/,planete-paramoteur.com,,,contact@planete-paramoteur.com,Générique,
Plan D'eau Du Monteuil,D951A 10400 Nogent-sur-Seine France,https://www.nogentsurseine.fr/decouvrir/patrimoine-naturel/le-plan-deau-du-monteuil,nogentsurseine.fr,,,,,
Plan d'eau du Châtelard,73630 Le Châtelard France,http://www.parcdesbauges.com/fr/decouvrir-le-massif-des-bauges/bouger/se-rafraichir/peche/le-plan-d-eau-du-chatelard-46032.html#.YKpx1PevglQ,parcdesbauges.com,,,,,
Plan d'eau de la Mine d'Abbaretz,44170 Abbaretz France,https://www.loire-atlantique.fr/44/nature-balades/la-base-de-loisirs-d-abbaretz-pleine-nature/c_1470379,loire-atlantique.fr,https://www.linkedin.com/company/departement-de-la-loire-atlantique,Site propre (page d'accueil),dpd@loire-atlantique.fr,Nominatif,
Plan d'eau de Grignon - Arlysère,Route de la Rue de la Base de Loisirs 73200 Grignon France,https://espaces-aquatiques-arlysere.fr/espaces-ouverts-en-ete/plan-deau-grignon/,espaces-aquatiques-arlysere.fr,,,,,
Plaisirs du sport,1 ZA du Chalet 22250 Broons France,https://plaisirsdusport-broons.com/,plaisirsdusport-broons.com,,,,,
Plaisir Des Sens,7 Rue de Roubaix Entree 2 59242 Templeuve-en-Pévèle France,https://www.institut-plaisir-des-sens.fr/,institut-plaisir-des-sens.fr,,,,,
Plage de St Froult,Promenade de la Réserve de Moeze-Oleron Rte de la Plage 17780 Saint-Froult France,https://www.reserve-moeze-oleron.fr/,reserve-moeze-oleron.fr,,,,,
Plage de Mesnil Saint Père,Rue du Lac 10140 Mesnil-Saint-Père France,https://www.aube-champagne.com/fr/poi/plage-de-mesnil-saint-pere/,aube-champagne.com,https://www.linkedin.com/company/aube-en-champagne-tourisme,Site propre (page d'accueil),bonjour@aube-champagne.com,Générique,
Plage de l'Isle Adam,Place du Feu Saint-Jean 95290 L'Isle-Adam France,https://www.plage-ville-adam.fr/,plage-ville-adam.fr,,,,,
Plage de l'Escalet,100 Bd de la Praya 83350 Ramatuelle France,https://www.grimaud-provence.com/offres/plage-de-lescalet-ramatuelle-fr-3093968/,grimaud-provence.com,https://www.linkedin.com/company/grimaud-tourisme,Site propre (page d'accueil),,,
Plage d’Héraclée,112 Imp. d`Héraclée 83420 La Croix-Valmer France,https://www.lacroixvalmer.fr/Plages,lacroixvalmer.fr,https://www.linkedin.com/company/mairie-de-la-croix-valmer,Site propre (page d'accueil),contact@lacroixvalmer.fr,Générique,
Plage,11210 La Palme France,http://lapalme-tourisme.com/fr/nature/68-la-plage-sauvage-mer.html,lapalme-tourisme.com,,,,,
Piscine St Robert ; Association BABYPLOUF,Borie Petite 81800 Rabastens France,https://www.piscine-st-robert.fr/,piscine-st-robert.fr,,,,,
Piscine Salvador Allende,Rue Pablo Neruda 78340 Les Clayes-sous-Bois France,https://www.saint-quentin-en-yvelines.fr/vivre-ici/sport-sante/piscine-salvador-allende-les-clayes-sous-bois/,saint-quentin-en-yvelines.fr,https://www.linkedin.com/company/sqy78,Site propre (page d'accueil),,,
Piscine Pré-Leroy,Rue de Bessac 79000 Niort France,https://piscine.niortagglo.fr/pre-leroy,piscine.niortagglo.fr,https://www.linkedin.com/company/communauté-d-agglomération-du-niortais,Site propre (page d'accueil),,,
Piscine Neptunia,2 Chem. de Bourges 09100 Pamiers France,http://ville-pamiers.fr/28-sports.html,ville-pamiers.fr,,,,,
Piscine municipale Les Epesses,Base de loisirs 2 La Bretèche 85590 Les Epesses France,http://www.les-epesses.com/,les-epesses.com,,,mairie@les-epesses.com,Nominatif,Agence Postale
Piscine Municipale Les Bains,2 - 14 Rue Carnot 33130 Bègles France,https://www.mairie-begles.fr/decouvrir-et-sortir/equipements-sports-et-loisirs/piscine-les-bains/,mairie-begles.fr,https://www.linkedin.com/company/mairie-de-b-gles,Site propre (page d'accueil),zonebleue@mairie-begles.fr,Nominatif,
Piscine Municipale du Bugue,625 All. Paul-Jean Souriau 24260 Le Bugue France,http://www.lebugue.fr/,lebugue.fr,,,mairie@lebugue.fr,Nominatif,
Piscine Municipale d'Oraison,Imp. Général Eydoux 04700 Oraison France,http://www.oraison.fr/,oraison.fr,,,contact@mairie-oraison.fr,Générique,
Piscine municipale d'Isola 2000,Front de Neige 06420 Isola France,https://www.isola2000.com/annuaire/espaces-loisirs-sportifs-et-culturels-durant-ete/piscine-decouverte-chauffee/,isola2000.com,https://www.linkedin.com/company/station-isola-2000,Site propre (page d'accueil),,,
Piscine municipale de Puy-Guillaume,63290 Puy-Guillaume France,https://www.puy-guillaume.fr/tourisme/,puy-guillaume.fr,,,contact@puy-guillaume.fr,Générique,Mairie Place
Piscine Municipale de Mée-sur-Seine,791 Av. Maurice Dauvergne 77350 Le Mée-sur-Seine France,https://www.lemeesurseine.fr/les-loisirs/sport/,lemeesurseine.fr,https://www.linkedin.com/company/lemeesurseine,Site propre (page d'accueil),,,
Piscine municipale de Luc en Diois,440 Rue de la Piscine 26310 Luc-en-Diois France,https://www.lucendiois.fr/Loisirs.SB.htm#Piscine,lucendiois.fr,,,contact@lucendiois.fr,Générique,
Piscine Municipale de Lombez,14 Pl. Prat Béziau 32220 Lombez France,https://www.lombez-gers.com/equipements_municipaux/annuaire-piscine_exterieure-95.html,lombez-gers.com,,,,,
Piscine municipale de Brassac,Chem. du Camboussel 81260 Brassac France,https://www.intramuros.org/brassac/decouvrir/9594,intramuros.org,,,,,
Piscine Municipale de Bouguenais,Chem. Jacques Prévert 44340 Bouguenais France,https://www.bouguenais.fr/fr/la-piscine-municipale,bouguenais.fr,,,,,
Piscine municipale de Bort-les-Orgues,181 Av. Victor Hugo 19110 Bort-les-Orgues France,http://www.bort-les-orgues.com/index.php/sport/piscine-couverte.html,bort-les-orgues.com,,,mairie@bort-les-orgues.com,Nominatif,Orgues Ouverture
Piscine municipale de Beaumes de Venise,129 Pl. du Marché 84190 Beaumes-de-Venise France,https://www.beaumes-de-venise.fr/vie-pratique/saisonnier-camping-piscine.html,beaumes-de-venise.fr,,,,,
Piscine Municipale de Bazas,Av. de la République 33430 Bazas France,https://www.ville-bazas.fr/sports/la-piscine/,ville-bazas.fr,,,mairie@ville-bazas.fr,Nominatif,
Piscine Municipale d'Artix,Rue du Stade 64170 Artix France,http://www.mairie-artix.fr/decouvrir-artix/equipements-et-structures/equipements-sportifs.html,mairie-artix.fr,,,,,
Piscine municipale d'Arthez-de-Béarn,3 All. des Sports et Loisirs 64370 Arthez-de-Béarn France,https://www.arthez-de-bearn.fr/,arthez-de-bearn.fr,,,,,
Piscine Municipale d'Allonnes,Av. du 19 Mars 1962 72700 Allonnes France,https://www.allonnes.fr/active/le-sport/la-piscine,allonnes.fr,,,,,
Piscine municipale d’Altkirch,Rue du Saegenberg 68130 Altkirch France,http://altkirch-alsace.fr/dynamique/la-piscine-daltkirch-horaires-et-informations-pratiques,altkirch-alsace.fr,,,accueil@altkirch-alsace.fr,Générique,
